base_dice,base_bf1,base_hd95,tta2_dice,tta2_bf1,tta2_hd95,tta4_dice,tta4_bf1,tta4_hd95,tta8_dice,tta8_bf1,tta8_hd95
0.9399053,0.7810292633505174,8.94427190999916,0.94385344,0.7634311992821948,6.708203932499369,0.9522834,0.8521968299170388,4.123105625617661,0.954107,0.8828127824599883,3.605551275463989
0.9462873,0.8470365101715122,121.23530838827442,0.9423924,0.8480004419693213,5.656854249492381,0.9426341,0.8434144478665411,5.830951894845301,0.9386367,0.8076425124336191,5.830951894845301
0.9805106,0.9143131590109715,4.123105625617661,0.9809487,0.9105201628480539,4.123105625617661,0.9810972,0.9050774098395751,4.0,0.9808719,0.9035607189314455,4.123105625617661
0.969302,0.9210153157385734,4.123105625617661,0.9350446,0.7057388260952758,9.848857801796104,0.9384886,0.6941616267741657,7.810249675906654,0.94639915,0.730262500352308,6.708203932499369
0.95828635,0.727216653803094,4.123105625617661,0.95595014,0.7166790285786647,5.0,0.95543134,0.6997284676707561,5.0,0.9577742,0.7479110020802896,5.0
0.9520238,0.6902468738211811,13.0,0.9532303,0.7281279397861888,13.601470508735444,0.9568939,0.7593804200613252,11.0,0.94984823,0.7519841269766668,27.16615541441225
0.93469447,0.5416986228202306,6.0,0.9369078,0.5589994205923567,7.0,0.9419247,0.6057405056285097,6.0,0.94234484,0.5884471776762206,6.0
0.9311861,0.7739141706922656,68.59300255857006,0.9486527,0.8113695655896709,64.66065264130884,0.9154347,0.710063300210796,68.59300255857006,0.93252784,0.7544718945037102,66.52818951391959
0.9053831,0.7676608453853488,8.06225774829855,0.9052663,0.7677625877173301,8.54400374531753,0.8548318,0.6931655966738587,35.17101079013795,0.8716539,0.7127703028771823,33.734255586866
0.95692927,0.6484739233252176,10.295630140987,0.94139194,0.5737715638385099,66.06814663663572,0.95686525,0.6422666843012814,8.54400374531753,0.958295,0.6524038928684646,10.295630140987
0.9528832,0.7919104856799408,9.848857801796104,0.92376745,0.74978089394066,25.495097567963924,0.9277254,0.7799190368139877,24.758836806279895,0.9247052,0.7639435037194324,25.0
0.974334,0.8882387360872187,5.830951894845301,0.9752331,0.8954598436635829,4.47213595499958,0.97541267,0.9169314570875405,4.123105625617661,0.9755076,0.9196092221183378,4.123105625617661
0.9230623,0.6924837848100573,33.301651610693426,0.93372333,0.7449886868191263,32.64965543462902,0.92228544,0.6890685133994344,33.24154027718932,0.9217922,0.6807843780345245,33.24154027718932
0.9780922,0.9255275543190294,4.0,0.9767665,0.9029256071152035,4.47213595499958,0.9783974,0.9581535373640903,3.0,0.97577715,0.9052877397674176,5.0
0.931958,0.5380823760567746,42.42640687119285,0.933674,0.5363324210867503,41.012193308819754,0.93173,0.5396790582014714,41.72529209005013,0.932693,0.5478912775510414,41.773197148410844
0.9316511,0.5116249020135584,25.96150997149434,0.9317227,0.5140097208492701,21.095023109728988,0.9454886,0.5423883791694003,19.6468827043885,0.95361227,0.5862124857339849,18.681541692269406
0.8423669,0.4885554815841106,37.21558813185679,0.9361067,0.6599339310879275,36.124783736376884,0.92756736,0.6906427090397156,8.94427190999916,0.9399171,0.7041696267417457,7.280109889280518
0.91389054,0.7116755403240096,17.88854381999832,0.928895,0.7488516427488056,13.0,0.92125833,0.7086633541446974,14.142135623730951,0.9036838,0.6870689762537502,17.69180601295413
0.9793197,0.8471167658457307,6.324555320336759,0.9798203,0.8599759437181221,6.708203932499369,0.9799747,0.8620749977187997,6.324555320336759,0.9798597,0.8668871564070229,5.830951894845301
0.96594274,0.7828676633789157,4.123105625617661,0.96734154,0.7936868588772865,4.123105625617661,0.9695565,0.8237896341268309,4.123105625617661,0.9694992,0.8073723681324603,4.123105625617661
0.9427838,0.684687776462721,59.413803110051795,0.94322306,0.7043304862341627,67.53517601961218,0.9362295,0.7141071110542391,67.97793759742936,0.92827106,0.686005653297956,68.0294054067798
0.93420756,0.6625584511503737,37.21558813185679,0.9362106,0.642613204962017,33.37663853655727,0.92903286,0.6223077776662701,37.33630940518894,0.92839575,0.624374042221293,38.2099463490856
0.93204206,0.6344487386881933,12.649110640673518,0.93731,0.6454939350594702,10.770329614269007,0.93215144,0.6023709213357374,11.661903789690601,0.93207425,0.6090096721027802,11.661903789690601
0.97517294,0.7855186330966021,7.211102550927978,0.9783464,0.8541264664805489,7.211102550927978,0.97920614,0.8623022838084284,8.06225774829855,0.97926354,0.8751200150137419,8.54400374531753
0.9685898,0.7484371877845807,5.656854249492381,0.9735424,0.8418944902225786,5.0,0.9752947,0.8565195408959343,4.47213595499958,0.9743465,0.8526779340755648,4.47213595499958
0.96417207,0.7783676655762343,5.0,0.96302825,0.7558409713698926,5.656854249492381,0.96772265,0.8364586903983486,4.0,0.9704777,0.8692085208517172,4.0
0.97704124,0.7590745785387433,9.848857801796104,0.97837836,0.765785318089699,6.4031242374328485,0.9825378,0.8636680489994158,4.242640687119285,0.9833096,0.8778666109193557,4.242640687119285
0.8561625,0.40605841002569065,44.68780594300866,0.84343284,0.44892389827216367,48.79549159502341,0.83605665,0.4129168872375551,53.03772242470448,0.81142664,0.37164339419579334,52.32590180780452
0.9218673,0.7544339083125545,5.385164807134504,0.93107736,0.8149536006066199,5.0,0.941088,0.8928236082856675,4.123105625617661,0.94498867,0.9255568466995431,3.605551275463989
0.96857166,0.9205688331163216,3.1622776601683795,0.9717408,0.9478194162071375,3.0,0.9736887,0.9631074748292275,2.8284271247461903,0.9740614,0.959004793907288,2.8284271247461903
0.93240833,0.7681147424447963,7.280109889280518,0.95653874,0.899133816483407,5.0,0.9753974,0.9910113783161474,2.23606797749979,0.9800114,0.9999999999700853,2.0
0.94251037,0.7043349355197687,5.0,0.94668776,0.7399603057118341,4.47213595499958,0.9512129,0.8396946564671833,4.0,0.9575691,0.8904133556673326,4.0
0.9676518,0.8384474141105629,5.0,0.96824974,0.8392721733663613,4.47213595499958,0.9686434,0.8453459900291308,4.242640687119285,0.96870184,0.8459490098028682,4.242640687119285
0.95597625,0.760174418593602,8.246211251235321,0.9538779,0.7474216751258602,8.94427190999916,0.950088,0.718501943223562,9.486832980505138,0.9518771,0.688875193160935,9.055385138137417
0.9406322,0.9490082832639062,3.605551275463989,0.9260274,0.8808327811002268,5.385164807134504,0.92536145,0.861695678494001,5.385164807134504,0.9199048,0.8524090733114413,6.324555320336759
0.9566563,0.7564173770905201,22.47220505424423,0.9517832,0.7505315151768033,26.870057685088806,0.93180865,0.7215386625309377,34.058772731852805,0.9314648,0.7385478643562813,32.802438933713454
0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.96840024,0.9500203058474561,3.0,0.96999013,0.9521514328062259,3.605551275463989,0.9694707,0.9418858313278042,3.605551275463989,0.96893996,0.9509511715196642,3.0
0.8148398,0.37735849055891774,14.560219778561036,0.0,0.0,,0.70595825,0.5054864761373676,13.601470508735444,0.23626374,0.27545672722698766,40.496913462633174
