baseline_dice,tta_dice,baseline_bf1,tta_bf1,baseline_hd95,tta_hd95,dice_delta,bf1_delta
0.43158445,0.46386397,0.13801438297723154,0.16549975191222607,131.18307817702708,116.21101496846157,0.03227952,0.027485368934994536
0.85858405,0.84068537,0.6603067404800449,0.6036163048363273,14.866068747318506,16.1245154965971,-0.017898679,-0.05669043564371756
0.9373728,0.9594588,0.5948784464543837,0.6768964526186566,45.5411901469428,6.082762530298219,0.022086024,0.0820180061642729
0.8286958,0.91046727,0.37109522830697395,0.554250287603015,40.792156108742276,17.4928556845359,0.08177149,0.18315505929604103
0.76963574,0.6740787,0.18582664961519657,0.18210023659187516,33.24154027718932,33.24154027718932,-0.095557034,-0.003726413023321412
0.92621404,0.9217282,0.4645368530465535,0.47211056590275785,28.160255680657446,28.0,-0.0044858456,0.00757371285620434
0.53617173,0.5413941,0.11270619883973586,0.15005154308745655,129.07362240210043,29.206163733020468,0.00522238,0.037345344247720694
0.7243393,0.7913581,0.29013549247872295,0.3719382113426959,82.365041127896,77.6659513557904,0.06701881,0.08180271886397295
0.5236878,0.59798396,0.2603999228401142,0.2785985128229269,146.2942240828393,152.73833834371774,0.07429618,0.018198589982812707
0.7473871,0.7960973,0.32853562163879046,0.3788863712307987,68.35202996254024,61.39218191268331,0.048710167,0.05035074959200825
0.7511784,0.7791788,0.4108414474574117,0.4850653152430605,28.178005607210743,26.419689627245813,0.028000414,0.07422386778564882
0.9471582,0.9610711,0.6615731897785391,0.778453145457764,8.246211251235321,5.0,0.013912857,0.11687995567922493
0.82174957,0.80723065,0.35558780627962794,0.2539170834601726,43.60045871318328,39.6232255123179,-0.014518917,-0.10167072281945533
0.8570419,0.93274176,0.3161512027447469,0.5177698245821096,82.37718130647589,9.0,0.075699866,0.20161862183736273
0.767638,0.800853,0.30340817785820645,0.36405987638544896,71.11961754677819,64.5600495662759,0.033214986,0.060651698527242504
0.7923381,0.805746,0.31561491840521727,0.3298060315667486,63.25345840347388,54.70831746635972,0.013407946,0.014191113161531321
0.70017135,0.73746246,0.17347440739426628,0.3637609179579915,130.0,60.92618484691127,0.03729111,0.1902865105637252
0.9137948,0.9154288,0.5718154745749259,0.5949446856061177,235.84104816592043,10.295630140987,0.0016340017,0.02312921103119181
0.93494,0.943494,0.4198122515681656,0.6168597153165416,26.832815729997478,38.600518131237564,0.008554041,0.197047463748376
0.93144816,0.93096745,0.4438790333657061,0.4293794125605993,90.95603333479313,8.0,-0.00048071146,-0.014499620805106805
0.8349981,0.78350675,0.293131154584678,0.2402235127689565,67.77905281132217,66.73080248281148,-0.05149132,-0.05290764181572147
0.79786307,0.9251325,0.19809866234671017,0.5576069026713684,144.0,83.93449827097318,0.12726945,0.3595082403246582
0.49362725,0.5549831,0.12775260173439437,0.2614817407130242,190.18412131405714,83.64807230295268,0.06135583,0.13372913897862984
0.9501594,0.956574,0.5048571930660318,0.5598001171344511,13.92838827718412,15.556349186104045,0.006414652,0.054942924068419274
0.93798894,0.9391087,0.4668324151031898,0.6097524060667504,13.0,17.804493814764857,0.0011197925,0.14291999096356062
0.92911285,0.9163237,0.5442278860488121,0.529257067710545,14.142135623730951,18.681541692269406,-0.01278913,-0.014970818338267078
0.9566598,0.96050334,0.6123287452822329,0.5674239433025197,18.867962264113206,14.866068747318506,0.003843546,-0.04490480197971325
0.17581506,0.051924013,0.08277541083316207,0.0,101.24228365658294,111.40017953306898,-0.12389105,-0.08277541083316207
0.84341717,0.8765374,0.4313620290068598,0.5813216947779423,11.180339887498949,9.486832980505138,0.033120215,0.14995966577108244
0.60966814,0.65434694,0.29380516450048444,0.335454475978809,106.92053123698928,107.56393447619885,0.044678807,0.04164931147832457
0.6895075,0.78602225,0.21401887928675503,0.23711943793189094,73.348483283569,13.038404810405298,0.09651476,0.02310055864513591
0.0016386727,0.0043956046,0.0,0.0,243.232399157678,180.34688796871433,0.0027569318,0.0
0.57441705,0.51175135,0.2839395199644052,0.19949281487405757,61.40032573203501,78.00640999302557,-0.0626657,-0.08444670509034763
0.8672431,0.78348213,0.6031234735686994,0.547365249153139,80.52328855678958,48.104053883222775,-0.08376098,-0.05575822441556044
0.6786618,0.65895593,0.4498672331287655,0.5026887147240268,94.93682109698007,93.77632963600144,-0.019705892,0.05282148159526129
0.92503715,0.91871923,0.41678793516303364,0.38239063419639113,20.591260281974,23.430749027719962,-0.0063179135,-0.03439730096664251
0.0,0.0,0.0,0.0,66.21933252457322,65.7875368135941,0.0,0.0
0.9199421,0.9417978,0.5563743349218219,0.7231867283789193,107.22872749408155,7.0710678118654755,0.021855712,0.16681239345709742
0.39143535,0.60453665,0.1920086832612646,0.15402416814805214,182.8578683021324,165.94577427581578,0.2131013,-0.037984515113212464
0.6461216,0.8157077,0.2595175766297564,0.24389581981769792,70.8590149522275,58.137767414994535,0.16958606,-0.015621756812058463
0.4352173,0.850636,0.2343836274402142,0.6048260176052432,155.24174696260025,152.16109883935513,0.4154187,0.370442390165029
0.8544297,0.8965316,0.16627344063834165,0.32189529995744226,52.92447448959697,13.038404810405298,0.04210186,0.1556218593191006
0.82320184,0.8732965,0.5385683813556738,0.6331624282037182,21.93171219946131,71.5122367151245,0.050094664,0.0945940468480444
0.88468707,0.89902663,0.1649940734872012,0.26409594289549704,99.20181449953424,123.10970717209915,0.014339566,0.09910186940829585
0.86056596,0.90144205,0.4160395716818214,0.40399647615556894,62.81719509815764,8.94427190999916,0.04087609,-0.012043095526252434
0.6871914,0.7442482,0.26189986716050456,0.27056590830716476,67.88225099390856,65.29931086925804,0.057056785,0.008666041146660197
0.9092497,0.9430713,0.3073280390276518,0.4086690023889175,18.35755975068582,19.6468827043885,0.033821583,0.10134096336126569
0.74038464,0.5723532,0.25678078057961184,0.055471887549353775,48.0,64.03124237432849,-0.16803145,-0.20130889303025806
0.54447234,0.46675605,0.3548234112513817,0.28805906460495356,67.60177512462228,74.06078584514209,-0.07771629,-0.06676434664642816
0.85020244,0.7715258,0.2209837858265817,0.1731557968894113,19.026297590440446,68.0,-0.07867664,-0.04782798893717041
0.7436282,0.87547684,0.342270069299817,0.3719000745935134,33.83784863137726,16.0,0.13184863,0.02963000529369636
0.93216497,0.93836606,0.3965592119088092,0.42277141599500306,15.0,13.341664064126334,0.0062010884,0.026212204086193847
0.74380314,0.7541248,0.20793534687669746,0.19717657949363085,59.77457653551382,51.478150704935004,0.010321677,-0.010758767383066609
0.840392,0.8716209,0.35900224312608914,0.35734272111661725,34.828149534535996,33.24154027718932,0.0312289,-0.001659522009471892
0.5787761,0.62428874,0.266066451179188,0.2549582851687398,86.64871608973787,60.81118318204309,0.045512617,-0.011108166010448173
0.8912389,0.87418854,0.35344441632300755,0.40355953063152283,46.95742752749558,34.539832078341085,-0.017050385,0.050115114308515285
0.78216726,0.8429535,0.31097185610296846,0.4353369763126532,102.45974819410792,76.27581530209953,0.060786247,0.12436512020968477
0.6940311,0.6068769,0.21278776747506112,0.2461068118796344,50.20956084253277,46.61544808322666,-0.08715421,0.033319044404573284
