cutoff,dice,iou
0.1,0.28677812945726017,0.1673911210148224
0.2,0.14863016082188193,0.08028118297955182
0.3,0.41088630286553945,0.2585631875217377
0.4,0.7522651101228353,0.6029046043562131
0.5,0.8746292245221604,0.7771920540150752
0.6,0.9106985502792473,0.8360390510016384
0.7,0.9183246661192602,0.8489836435712881
0.8,0.922951009156956,0.8569257452574464
