cutoff,dice,iou
0.1,0.0,0.0
0.2,0.0,0.0
0.3,0.004927153566881911,0.0024696609829014016
0.4,0.532964247961678,0.3632932920831475
0.5,0.8268832530160615,0.7048601557704831
0.6,0.8981978925771555,0.8152080001717126
0.7,0.9144150775358096,0.8423247768218455
0.8,0.9274946858043998,0.8647926248272614
